post_title,post_content,tax_area,shop_catch,shop_tel,shop_hours,shop_address,shop_line,official_url,review_star,recommend_text,shop_holiday,shop_booking,shop_parking,basic_price,price_textarea,price_90,price_120,price_150,price_50,price_60,price_70,price_80,price_100,price_180,price_extension,price_nomination,age_18,age_20,age_25,age_30,age_35,age_40,therapist_1_name,therapist_1_img,therapist_1_text,therapist_1_url,therapist_2_name,therapist_2_img,therapist_2_text,therapist_2_url,therapist_3_name,therapist_3_img,therapist_3_text,therapist_3_url,area_avg_90,area_avg_120,area_avg_150,area_ranking_pickup
LUXY（ラグジー）,,日本橋,,06-4256-1638,10:00～翌5:00（最終受付翌3:00）,大阪市中央区高津,https://line.me/R/ti/p/~luxy_osaka,,,,年中無休,完全予約制,,16500,,16500,22000,29700,,,,,,39600,11000,,2,29,9,0,0,0,,,,,,,,,,,,,,,,
RESTSPA PREMIUM（レストスパプレミアム）,,日本橋,,090-3575-9187,12:00～翌5:00（受付時間10:00～翌4:30）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~824alvje,,,,不定休,完全予約制,,13000,,13000,17000,21000,,,,,,25000,6000,1000,2,29,6,0,0,0,,,,,,,,,,,,,,,,
薔薇と紳士,,日本橋,,06-6214-5047,10:00～翌4:00（受付時間9:00～翌2:30）,大阪市中央区高津,https://line.me/R/ti/p/~r_to_g,,,,不定休,完全予約制,,16500,,16500,22000,29700,,,,,,39600,11000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Smoothie（スムージー）,,日本橋,,070-2369-7255,10:00～翌5:00（受付時間9:30～翌3:30）,大阪市中央区高津1丁目,,,,,不定休,予約優先,,12000,,12000,17000,22000,,,,,,27000,6000,1000,2,15,10,0,0,0,,,,,,,,,,,,,,,,
thoroughbred（サラブレッド）,,日本橋,,070-8368-1523,11:00～翌5:00（受付時間10:00～翌5:00）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~217vrjrx,,,,年中無休,完全予約制,,12000,,12000,17000,,,,10000,,,,7000,1000,1,17,5,0,0,0,,,,,,,,,,,,,,,,
とろりんタイム,,日本橋,,090-7878-9000,12:00～翌5:00,大阪市中央区高津2丁目,https://line.me/R/ti/p/~tororintime,,,,不定休,,,14000,,14000,19000,25000,,,11000,,,,7000,1000,12,27,1,0,0,0,,,,,,,,,,,,,,,,
Un Secret（アンスクレ）,,日本橋,,06-4256-1639,10:00～翌4:00（受付時間9:00～翌2:30）,大阪市中央区高津,https://line.me/R/ti/p/~unsecret_osaka,,,,年中無休,完全予約制,,15000,,15000,20000,27000,,10000,,,,36000,10000,,4,26,10,0,0,0,,,,,,,,,,,,,,,,
VIOLETSPA（ヴィオレスパ）,,日本橋,,090-6061-6644,18:00～翌5:00,詳細な所在地については、ご予約時にお問い合わせください 大きな地図で見る,https://line.me/R/ti/p/~774ghync,,,,不定休,完全予約制,,15000,,15000,19000,24000,,,12000,,,,7000,,2,28,7,0,0,0,,,,,,,,,,,,,,,,
VISCONTI（ヴィスコンティ）,,日本橋,,080-9601-0184,10:00～翌3:00（最終受付）,大阪市中央区高津,https://line.me/R/ti/p/~visconti-osaka,,,,年中無休,完全予約制,,15000,,,18000,21000,,,,,15000,,5000,0,0,0,0,3,6,2,,,,,,,,,,,,,,,,
YOLU SPA 大阪店（ヨルスパ）,,日本橋,,070-5432-7546,10:00～翌4:00,大阪市浪速区日本橋東1丁目,,,,,不定休,完全予約制,,16000,,16000,22000,,,,14000,,,,,1000,8,24,6,2,0,0,,,,,,,,,,,,,,,,
ZENITH spa（ゼニススパ）,,日本橋,,090-9983-0024,12:00～翌5:00（最終受付）,大阪市中央区高津2丁目,https://line.me/R/ti/p/~zenithspa,,,,年中無休,,,14000,,14000,18000,22000,,,10000,,,,6000,1000,3,33,3,0,0,0,,,,,,,,,,,,,,,,
ALASSO（アラッソ）,,梅田,,090-3051-1188,11:00～翌5:00,大阪市北区堂山町,https://line.me/R/ti/p/~alasso.meneste,,,,年中無休,完全予約制,,15000,,15000,21000,27000,,,,,,,7000,,2,30,8,0,0,0,,,,,,,,,,,,,,,,
Arc-en-Ciel（アルカンシェル）,,梅田,,070-7591-0401,11:00～翌5:00,大阪市北区西天満,https://line.me/R/ti/p/~arc-en-ciel04,,,,不定休,完全予約制,,12000,,12000,17000,22000,,10000,,,,27000,,1000,14,20,4,0,0,0,,,,,,,,,,,,,,,,
美魔女セラピー 梅田店,,梅田,,080-8327-6366,10:00～翌3:00（最終受付）,大阪市北区堂山町,https://line.me/R/ti/p/~bimajo-6366,,,,年中無休,完全予約制,,13000,,13000,17000,21000,,,,,,25000,5000,1000,0,0,0,8,9,8,,,,,,,,,,,,,,,,
BEAUTY AND BEAST（ビューティーアンドビースト）,,梅田,,090-6677-1184,10:00～翌3:00,大阪市北区堂山町,https://line.me/R/ti/p/~b_and_b1184,,,,不定休,完全予約制,,13200,,13200,18700,24200,,11000,,,15400,29700,6600,1100,0,6,31,1,0,0,,,,,,,,,,,,,,,,
BELCHIC（ベルシック）,,梅田,,090-9870-0138,11:00～翌5:00,大阪市北区西天満4丁目,https://line.me/R/ti/p/~873wiluv,,,,不定休,,,12000,,12000,17000,22000,,,,,,27000,6000,,0,33,6,0,0,0,,,,,,,,,,,,,,,,
BULL（ブル）,,梅田,,070-1849-6537,12:00～翌4:00（最終受付）,大阪市北区西天満4丁目,https://line.me/R/ti/p/~bullspa2025,,,,不定休,完全予約制,,14000,,14000,19000,24000,,,,,,29000,6000,1000,0,1,2,1,0,0,,,,,,,,,,,,,,,,
うさぎのお部屋,,梅田,,070-2367-0477,11:00～翌5:00（最終受付翌3:30）,大阪市北区兎我野町,https://line.me/R/ti/p/~usausa0038,,,,不定休,完全予約制,,19000,,19000,,35000,,,15000,,,,,1000,1,27,12,0,0,0,,,,,,,,,,,,,,,,
ChouChou（シュシュ）,,梅田,,080-4889-1063,10:00～翌4:00（受付時間9:00～翌3:00）,大阪市北区西天満4丁目,https://line.me/R/ti/p/~981gqgoo,,,,年中無休,,,13000,,13000,18000,23000,,,,,,28000,6000,1000,0,19,15,3,1,0,,,,,,,,,,,,,,,,
COLOR（カラー）,,梅田,,070-1788-5600,10:00～翌3:00（受付時間9:00～翌2:00）,大阪市北区神山町,https://line.me/R/ti/p/~color-esthe,,,,年中無休,完全予約制,,17000,,17000,23000,29000,,13000,,,,36000,7000,,0,3,0,0,0,0,,,,,,,,,,,,,,,,
Darlin Premium（ダーリンプレミアム）,,梅田,,070-5504-4942,11:00～翌5:00,大阪市北区西天満,https://line.me/R/ti/p/~darlinpremium,,,,不定休,予約優先,,12000,,12000,17000,22000,,,,,,27000,6000,,0,27,13,0,0,0,,,,,,,,,,,,,,,,
DiamondFlower（ダイアモンドフラワー）,,梅田,,06-6809-6405,10:00～翌5:00,大阪市北区西天満4丁目,https://line.me/R/ti/p/~diamond0501,,,,不定休,完全予約制,,24000,,24000,30000,38000,,,,,,47000,10000,,2,14,10,0,0,0,,,,,,,,,,,,,,,,
Eden Spa（エデンスパ）,,梅田,,070-1180-2455,12:00～翌5:00（最終受付翌4:00）,大阪市北区堂山町,https://line.me/R/ti/p/~eden-spa,,,,年中無休,完全予約制,,13000,,13000,18000,23000,,10000,,,,28000,6000,1000,6,27,7,0,0,0,,,,,,,,,,,,,,,,
GoCoo（ゴクウ）,,梅田,,090-8189-4414,10:00～翌5:00（受付時間9:00～翌3:00）,大阪市北区曾根崎1丁目,https://line.me/R/ti/p/~gocoo0601,,,,年中無休,完全予約制,,17000,,,,,,,,17000,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Good Spa Evolution（グッドスパエボリューション）,,梅田,,070-9085-5794,12:00～翌5:00（最終受付）,詳細な所在地については、ご予約時にお問い合わせください 大きな地図で見る,https://line.me/R/ti/p/~good-spa,,,,不定休,完全予約制,,13200,,13200,18700,24200,,,9900,,,29700,6600,2200,1,11,2,0,0,0,,,,,,,,,,,,,,,,
Grand Ange（グランアンジュ）,,梅田,,070-9019-4365,12:00～翌5:00（受付時間10:00～翌3:00）,大阪市北区西天満4丁目,https://line.me/R/ti/p/~grandange,,,,不定休,完全予約制,,19000,,19000,25000,31000,,,,,,37000,7000,1000,0,22,3,0,0,0,,,,,,,,,,,,,,,,
隠れ家,,梅田,,06-4302-5341,10:00～24:00（受付時間9:30～23:00）,大阪市北区南森町2丁目,https://line.me/R/ti/p/~qkn1800w,,,,年中無休,完全予約制,,13000,240分: 34000,13000,17000,21000,,,,,,26000,6000,1000,0,0,0,4,9,2,,,,,,,,,,,,,,,,
KARIA.I（カリアドットアイ）,,梅田,,080-8543-6546,10:00～翌3:00（受付時間9:00～翌1:30）,大阪市北区曾根崎1丁目,https://line.me/R/ti/p/~karia.i-0222,,,,不定休,完全予約制,,28000,,28000,36000,44000,,,,,,,10000,,0,4,7,9,0,0,,,,,,,,,,,,,,,,
CELEB SPA PREMIUM（セレブスパプレミアム）,,梅田,,090-3494-8008,10:00～翌3:00（最終受付）,大阪市北区西天満,https://line.me/R/ti/p/~371fddis,,,,不定休,完全予約制,,12000,,12000,17000,22000,,10000,,,14000,27000,6000,,0,13,22,5,0,0,,,,,,,,,,,,,,,,
小悪魔Alice 梅田・新大阪大阪（アリス）,,梅田,,070-8497-2521,10:00～翌2:00（24時間受付）,大阪市北区西天満4丁目,https://line.me/R/ti/p/~koakuma20250915,,,,不定休,,,13000,,13000,22000,30000,,11000,,,,36000,,1000,2,20,9,0,0,0,,,,,,,,,,,,,,,,
La vie et 北新大阪地（ラヴィエ）,,梅田,,070-1842-0138,11:00～翌5:00,大阪市北区西天満4丁目,https://line.me/R/ti/p/~lavieet123,,,,年中無休,要予約,,12000,,12000,,,,,,,,,6000,,0,29,11,0,0,0,,,,,,,,,,,,,,,,
LOVE+（ラブプラス）,,梅田,,080-9752-3223,10:00～翌3:00（受付時間9:00～翌2:00）,大阪市北区兎我野町,https://line.me/R/ti/p/~love-plus,,,,年中無休,完全予約制,,12000,,12000,17000,23000,,,,,,29000,7000,1000,0,9,5,4,3,2,,,,,,,,,,,,,,,,
Lucca（ルッカ）,,梅田,,090-4547-1107,11:00～翌5:00（最終受付）,大阪市北区西天満,https://line.me/R/ti/p/~lucca.osaka,,,,年中無休,完全予約制,,15000,,15000,21000,27000,,,,,,,7000,1000,1,10,5,0,0,0,,,,,,,,,,,,,,,,
Mrs.FlowerSPA 北新大阪地（ミセスフラワースパ）,,梅田,,080-4583-9121,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市北区曾根崎新大阪地2丁目,https://line.me/R/ti/p/~mrsflowerspa,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,30000,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Mrs.Opal（ミセスオパール）,,梅田,,080-2724-9984,10:00～翌5:00（受付時間9:30～翌3:30）,大阪市北区扇町,https://line.me/R/ti/p/~mrs.opal,,,,年中無休,予約優先,,13000,,13000,17000,21000,,,,,,25000,5000,1000,0,0,0,8,1,0,,,,,,,,,,,,,,,,
my graduation（マイグラジュエーション）,,梅田,,080-4480-9738,9:00～翌6:00（24時間受付）,大阪市北区兎我野町,,,,,不定休,完全予約制,,15000,240分: 40000,15000,20000,,,10000,,,,30000,,,0,1,10,6,2,0,,,,,,,,,,,,,,,,
俺の家 梅田店,,梅田,,080-4015-8134,10:00～翌7:00（受付時間9:00～翌6:00）,大阪市北区西天満6丁目,https://line.me/R/ti/p/~orenoie1,,,,年中無休,完全予約制,,13000,,13000,16000,20000,,10000,,,,25000,6000,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
PRINCE（プリンス）,,梅田,,080-9753-0169,10:00～翌4:00（最終受付）,大阪市北区堂山町,,,,,不定休,完全予約制,,14000,,14000,18000,23000,,10000,,,,28000,6000,,9,17,11,2,1,0,,,,,,,,,,,,,,,,
Pershia（ペルシア）,,梅田,,070-9312-7030,12:00～翌5:00（受付時間11:00～翌5:00）,詳細な所在地については、ご予約時にお問い合わせください 大きな地図で見る,https://line.me/R/ti/p/~pershia9090,,,,不定休,,,14300,,14300,19800,25300,,,,,,30800,6600,,1,23,6,0,0,0,,,,,,,,,,,,,,,,
Reve MISTREA（レーヴ ミストレア）,,梅田,,090-9644-9612,11:00～翌3:00（最終受付）,大阪市北区堂山町,https://line.me/R/ti/p/~rvmistra0415,,,,不定休,,,18000,,18000,24000,30000,,,,,,36000,6000,,0,17,19,1,0,0,,,,,,,,,,,,,,,,
Royal RODY Head Spa（ロイヤルロディヘッドスパ）,,梅田,,080-7277-4890,10:00～24:00（受付時間9:00～24:00）,大阪市北区西天満6丁目,https://line.me/R/ti/p/~royalrody,,,,年末年始,完全予約制,,9500,,,18000,23000,,9500,,12000,15000,28000,6000,,1,13,8,5,0,0,,,,,,,,,,,,,,,,
session（セッション）,,梅田,,090-9110-0308,11:00～23:00（最終受付20:00）,大阪市北区鶴野町4丁目11 朝日プラザ梅田,https://line.me/R/ti/p/~pub0026a,,,,不定休（年末年始）,完全予約制,,,,,,,,,,,,,,0,0,0,2,4,0,0,,,,,,,,,,,,,,,,
Share Garden（シェアガーデン）,,梅田,,080-4020-0650,10:00～翌5:00（最終受付）,大阪市北区太融寺町,https://line.me/R/ti/p/~share1205,,,,年中無休,要予約,,16000,,16000,20000,27000,,12000,,,,34000,7000,,8,20,12,0,0,0,,,,,,,,,,,,,,,,
皇SPA（すめらぎスパ）,,梅田,,080-9826-3737,10:00～翌6:00（最終受付）,詳細な所在地については、ご予約時にお問い合わせください 大きな地図で見る,https://lin.ee/DhVrfBs5,,,,不定休,完全予約制,,15000,,15000,20000,25000,,10000,,,,30000,7500,1000,8,25,7,0,0,0,,,,,,,,,,,,,,,,
Unknown（アンノウン）,,梅田,,070-9002-8270,12:00～24:00（受付時間11:00～24:00）,大阪市北区兎我野町,https://line.me/R/ti/p/~osaka-unknown,,,,不定休,完全予約制,,20000,,20000,25000,30000,,,,,,35000,,1000,0,6,0,0,0,0,,,,,,,,,,,,,,,,
C-REST（シーレスト）,,本町,,090-1482-5424,11:00～翌2:00（最終受付翌1:00）,大阪市中央区本町4丁目,https://line.me/R/ti/p/~c-rest1234,,,,不定休,完全予約制,,,,,,,,,,,,,5000,0,0,4,25,4,3,1,,,,,,,,,,,,,,,,
Embrace（エンブレイス）,,本町,,070-8459-6551,9:00～翌5:00,大阪市西区立売堀,https://line.me/R/ti/p/~141whgcy,,,,不定休,完全予約制,,14000,240分: 42000,14000,18000,24000,,10000,,,,30000,,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,
おかあさんとぼく,,本町,,080-9602-1250,10:00～24:00（受付時間9:30～22:00）,大阪市中央区上本町西2丁目6-29,,,,,年中無休,完全予約制,,12000,240分: 32000,12000,15000,20000,,10000,11000,,,24000,6000,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,
鏡花水月（きょうかすいげつ）,,本町,,070-4539-5239,10:00～24:00（受付時間9:00～24:00）,大阪市中央区本町4丁目,https://line.me/R/ti/p/~003bjvky,,,,不定休,完全予約制,,16000,,16000,21000,26000,,13000,,,,31000,,,0,0,15,4,0,0,,,,,,,,,,,,,,,,
MOCA（モカ）,,本町,,080-2514-0472,9:00～23:00（最終受付21:00）,大阪市中央区本町4丁目6-25 S-CREA御堂筋本町 6F,https://line.me/R/ti/p/~afv1326k,,,,不定休,完全予約制,,10500,240分: 28000,10500,13800,17300,,,,,11500,21000,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
旋律（せんりつ）,,本町,,070-1840-4612,10:00～翌3:00,大阪府岸和田市宮本町,https://line.me/R/ti/p/~senritu4612,,,,不定休,,,14000,,14000,19000,24000,,,,,,,6000,1000,0,4,3,2,0,0,,,,,,,,,,,,,,,,
Anju spa（アンジュスパ）,,高槻・茨木・枚方,,070-1829-3929,12:00～翌3:00,大阪府高槻市城北町,,,,,不定休,,,16000,,16000,20000,24000,,,,,,,6000,1000,6,18,13,3,0,0,,,,,,,,,,,,,,,,
アロマ・デ・バンビ,,堺筋本町,,090-9286-5181,11:00～24:00（受付時間9:00～23:00）,大阪市中央区松屋町,https://line.me/R/ti/p/~aromadebambi,,,,不定休,完全予約制,,15000,,15000,20000,,,,,,,,5000,1000,0,0,6,1,1,0,,,,,,,,,,,,,,,,
アロマーナ,,泉南・泉大津・和泉・岸和田,,080-9940-7749,9:00～翌2:00（受付時間9:00～翌1:00）,大阪府和泉市府中町,,,,,不定休,,,14000,,14000,18000,22000,,,10000,,,26000,6000,1000,0,2,2,1,0,1,,,,,,,,,,,,,,,,
AROMA OLA（アロマオーラ）,,梅田,,080-8811-3453,10:00～24:00,大阪市福島区吉野2丁目,,,,,不定期で月2回メンテナンス休日有,完全予約制,,14000,,14000,18000,22000,,10000,,,,,6000,1000,0,0,1,2,2,0,,,,,,,,,,,,,,,,
アロマローズ,,東大阪,,070-4425-2316,10:00～翌3:00,大阪府東大阪市長堂2丁目,,,,,不定休,予約優先,,13000,,13000,17000,21000,,,,,,26000,6000,1000,0,6,17,8,7,2,,,,,,,,,,,,,,,,
atto spa 茨木（アットスパ）,,高槻・茨木・枚方,,070-2034-4889,10:00～翌5:00,大阪府茨木市元町,https://line.me/R/ti/p/~atspaibaraki,,,,年中無休,,,16000,,16000,21000,26000,,,,,,31000,7000,,1,15,9,7,7,1,,,,,,,,,,,,,,,,
Betty SPA,,泉南・泉大津・和泉・岸和田,,070-8446-2793,10:00～翌2:00,大阪府和泉市府中町,https://line.me/R/ti/p/~betty.spa,,,,不定休,完全予約制,,13000,,13000,17000,22000,,9000,10000,,,27000,5000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
Mrs.burekuru（ミセスブレクル）,,泉南・泉大津・和泉・岸和田,,090-2195-9638,10:00～24:00（受付時間9:00～22:30）,大阪府泉大津市旭町,https://line.me/R/ti/p/~burekuru,,,,不定休,,,14000,,14000,17500,22000,,,,,,26500,6000,1000,0,1,1,3,4,2,,,,,,,,,,,,,,,,
Cecile（セシル）,,高槻・茨木・枚方,,070-1775-3666,12:00～翌3:00（24時間受付）,大阪府高槻市高槻町,https://line.me/R/ti/p/~cecile‐first,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,,7000,1000,2,15,1,0,0,0,,,,,,,,,,,,,,,,
Drnu（ドクターヌ）,,堺筋本町,,070-5430-5661,11:00～翌3:00（最終受付翌1:00）,大阪市中央区伏見町2丁目,https://line.me/R/ti/p/~drnu,,,,1月1日,完全予約制,,11000,,,,,,,11000,,15000,,5000,1000,0,2,10,10,3,4,,,,,,,,,,,,,,,,
cocone（ココネ）,,堺東,,070-1367-1908,12:00～翌3:00（受付時間11:00～翌3:00）,大阪市住吉区我孫子,https://line.me/R/ti/p/~esthecocone,,,,不定休,,,13200,,13200,17600,23100,,9900,,,,28600,5500,,0,0,12,6,7,0,,,,,,,,,,,,,,,,
FLAG（フラッグ）,,高槻・茨木・枚方,,080-4485-5661,10:00～翌2:00（受付時間9:00～24:00）,大阪府茨木市駅前2丁目,https://line.me/R/ti/p/~flag-menes,,,,不定休,完全予約制,,14000,,,,,,,,,14000,,,0,0,0,0,6,1,0,,,,,,,,,,,,,,,,
FROG SPA（フロッグスパ）,,堺筋本町,,080-3832-1844,12:00～翌3:00（受付時間10:00～翌1:30）,大阪市中央区南船場1丁目,https://line.me/R/ti/p/~frogspa,,,,年中無休,完全予約制,,15000,,15000,20000,25000,,13000,,,,,,1000,1,14,24,1,0,0,,,,,,,,,,,,,,,,
SPA Mona 東大阪布施店（スパモナ）,,東大阪,,080-3781-8405,11:00～23:00,大阪府東大阪市長堂1丁目,,,,,年末年始,,,11000,,,,,,,11000,,14000,,,1000,0,0,0,0,0,0,,,,,,,,,,,,,,,,
祇園 the.Mrs 天満橋店（ぎおんザミセス）,,堺筋本町,,070-9003-3363,11:00～翌5:00（受付時間10:00～翌3:00）,大阪市中央区釣鐘町,https://line.me/R/ti/p/~mrsgion,,,,不定休,完全予約制,,15000,,15000,20000,25000,,,,,,30000,6000,1000,0,0,0,8,11,13,,,,,,,,,,,,,,,,
Lavene Mrs（ラヴェーネ ミセス）,,高槻・茨木・枚方,,070-1826-3777,10:00～翌3:00（受付時間10:00～24:00）,大阪府高槻市高槻町,https://line.me/R/ti/p/~lavene.mrs,,,,不定休,完全予約制,,13000,,13000,16000,19000,,,,,,,6000,1000,0,0,0,6,6,1,,,,,,,,,,,,,,,,
LEON SPA Gold 江坂店（レオンスパゴールド）,,高槻・茨木・枚方,,090-7580-8775,10:00～翌5:00（最終受付翌3:30）,大阪府吹田市江坂町1丁目,https://line.me/R/ti/p/~goldesaka,,,,不定休,完全予約制,,16000,,16000,21000,26000,,,13000,,,31000,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
マダム江坂,,高槻・茨木・枚方,,070-6517-4581,10:00～翌6:00（受付時間9:30～翌4:00）,大阪府吹田市広芝町,,,,,不定休,予約優先,,15000,,15000,20000,25000,,,13000,,,30000,6000,0,0,0,0,0,7,7,,,,,,,,,,,,,,,,
REFRE LISE（リフレ リセ）,,十三,,090-6674-3759,10:00～翌1:00,大阪市淀川区東三国6丁目2,https://line.me/R/ti/p/~refrelise,,,,不定休,,,12000,,12000,17000,21000,,8000,,,,24000,,0,0,7,11,7,3,0,,,,,,,,,,,,,,,,
Hestia（エスティア）,,泉南・泉大津・和泉・岸和田,,090-2018-0606,10:00～翌3:00（最終受付翌1:30）,大阪府岸和田市別所町,https://line.me/R/ti/p/~r.hestia,,,,年中無休,予約優先,,13200,,13200,17600,22000,,9900,,,,26400,6000,1100,0,0,1,2,3,1,,,,,,,,,,,,,,,,
Restpia（レストピア）,,高槻・茨木・枚方,,080-9816-7239,10:00～翌4:00（受付時間9:30～翌3:00）,大阪府高槻市高槻町,,,,,不定休,完全予約制,,14000,,14000,19000,24000,,,12000,,,,6000,1000,1,9,8,2,0,0,,,,,,,,,,,,,,,,
REST second（レストセカンド）,,泉南・泉大津・和泉・岸和田,,070-3781-5544,10:00～翌4:00（受付時間10:00～翌3:00）,大阪府岸和田市小松里町,https://line.me/R/ti/p/~platinum.sa,,,,年中無休,完全予約制,,14000,,14000,20000,25000,,10000,12000,,,28000,6000,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
TAKETONBO 江坂,,高槻・茨木・枚方,,090-7557-0951,10:00～翌5:00（最終受付）,大阪府吹田市広芝町,https://line.me/R/ti/p/~taketonbo_salon,,,,不定休,,,13000,,13000,17000,22000,,11000,,,,27000,7000,1000,3,16,16,5,0,0,,,,,,,,,,,,,,,,
プレミアムSPA 癒刻（ゆこく）,,泉南・泉大津・和泉・岸和田,,070-5506-1450,10:00～翌4:00（受付時間9:00～翌4:00）,大阪府泉佐野市羽倉崎1丁目,https://line.me/R/ti/p/~771jwxve,,,,年中無休,完全予約制,,14000,,14000,19000,24000,,10000,12000,,,29000,,1000,0,5,4,2,4,0,,,,,,,,,,,,,,,,
